m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
inception_v3,8,vgg13,2,vgg13,2,mig,1.0,858.0291860010697,518.2866525163105,518.2866525163105,9.28497314453125,14.968156814575195,14.968156814575195,9.28497314453125,14.968156814575195,14.968156814575195,9.28497314453125,14.968156814575195,14.968156814575195,40.88,0,6.755,1,6.755,1,2,inception_v3-8-vgg13-2-vgg13-2
efficientnet_b6,2,mobilenet_v2,4,vgg13,8,mig,1.0,183.31708585665604,890.5893115102826,376.1114208021128,10.705947875976562,2.1719932556152344,5.193471908569336,10.705947875976562,2.1719932556152344,5.193471908569336,10.705947875976562,2.1719932556152344,5.193471908569336,85.575,0,20.37,0,17.815,0,0,efficientnet_b6-2-mobilenet_v2-4-vgg13-8
densenet161,8,mobilenet_v2,16,resnet50,16,mig,1.0,287.767143114735,1748.9057115952053,703.2312366693067,27.727127075195312,4.52423095703125,11.295557022094728,27.727127075195312,4.52423095703125,11.295557022094728,27.727127075195312,4.52423095703125,11.295557022094728,77.105,0,20.44,0,26.39,0,0,densenet161-8-mobilenet_v2-16-resnet50-16
efficientnet_b7,16,mobilenet_v3_large,8,vgg16,32,mig,1.0,179.1954886077855,2173.914443133709,470.9291152113607,89.21027183532715,7.280349731445312,33.46371650695801,89.21027183532715,7.280349731445312,33.46371650695801,89.21027183532715,7.280349731445312,33.46371650695801,110.39,0,24.71,0,67.62,0,0,efficientnet_b7-16-mobilenet_v3_large-8-vgg16-32
mobilenet_v3_large,2,resnet152,2,squeezenet1_1,16,mig,1.0,721.5399844737963,218.71156066807325,1835.1152427058385,2.703189849853516,9.084463119506836,1.062154769897461,2.703189849853516,9.084463119506836,1.062154769897461,2.703189849853516,9.084463119506836,1.062154769897461,24.395,0,63.56,0,9.66,0,0,mobilenet_v3_large-2-resnet152-2-squeezenet1_1-16
alexnet,2,densenet121,8,efficientnet_b5,2,mig,1.0,1528.6283820880228,283.1765515991267,222.0239028694692,1.2600421905517578,6.880760192871094,8.79979133605957,1.2600421905517578,6.880760192871094,8.79979133605957,1.2600421905517578,6.880760192871094,8.79979133605957,3.57,0,55.685,0,74.445,0,0,alexnet-2-densenet121-8-efficientnet_b5-2
efficientnet_b5,8,mobilenet_v3_large,32,squeezenet1_0,2,mig,1.0,319.9299210186536,2027.2364910785705,1687.224883600658,24.92260932922364,3.9005279541015625,4.7016143798828125,24.92260932922364,3.9005279541015625,4.7016143798828125,24.92260932922364,3.9005279541015625,4.7016143798828125,74.76,0,25.025,0,9.485,0,0,efficientnet_b5-8-mobilenet_v3_large-32-squeezenet1_0-2
densenet169,8,mobilenet_v2,8,vgg16,4,mig,1.0,453.0087139816639,1748.9057115952053,433.75111218339777,17.603158950805664,4.52423095703125,17.808198928833008,17.603158950805664,4.52423095703125,17.808198928833008,17.603158950805664,4.52423095703125,17.808198928833008,78.68,0,20.475,0,11.515,1,1,densenet169-8-mobilenet_v2-8-vgg16-4
resnet152,4,squeezenet1_0,4,squeezenet1_1,8,mig,1.0,278.49536045344115,1556.975786848461,2373.887670798687,14.312267303466797,2.543926239013672,1.654863357543945,14.312267303466797,2.543926239013672,1.654863357543945,14.312267303466797,2.543926239013672,1.654863357543945,64.085,0,9.59,0,8.855,0,0,resnet152-4-squeezenet1_0-4-squeezenet1_1-8
densenet169,2,densenet201,2,efficientnet_b6,4,mig,1.0,202.24816372408367,160.30276529793818,183.31708585665604,9.711980819702148,12.184619903564451,10.705947875976562,9.711980819702148,12.184619903564451,10.705947875976562,9.711980819702148,12.184619903564451,10.705947875976562,78.89,0,95.025,0,85.855,0,0,densenet169-2-densenet201-2-efficientnet_b6-4
alexnet,16,densenet169,2,vgg16,32,mig,1.0,4519.299879271547,503.58206740270975,470.9291152113607,3.3462047576904297,31.671762466430664,33.46371650695801,3.3462047576904297,31.671762466430664,33.46371650695801,3.3462047576904297,31.671762466430664,33.46371650695801,6.755,0,78.89,0,67.62,0,0,alexnet-16-densenet169-2-vgg16-32
mobilenet_v2,4,mobilenet_v3_large,2,vgg11,4,mig,1.0,1591.5579703726817,1434.6780090092775,606.5711259058165,2.484560012817383,2.71296501159668,6.409645080566406,2.484560012817383,2.71296501159668,6.409645080566406,2.484560012817383,2.71296501159668,6.409645080566406,20.37,0,24.395,0,7.56,0,0,mobilenet_v2-4-mobilenet_v3_large-2-vgg11-4
densenet121,2,densenet169,2,resnet18,2,mig,1.0,281.30680736785087,200.81574771689284,1442.673744355666,6.963968276977539,9.678363800048828,1.356363296508789,6.963968276977539,9.678363800048828,1.356363296508789,6.963968276977539,9.678363800048828,1.356363296508789,55.545,0,78.89,0,8.33,0,0,densenet121-2-densenet169-2-resnet18-2
mobilenet_v3_large,16,resnet152,2,vgg16,4,mig,1.0,2173.914443133709,352.9319549591809,470.9291152113607,7.280349731445312,44.88396644592285,33.46371650695801,7.280349731445312,44.88396644592285,33.46371650695801,7.280349731445312,44.88396644592285,33.46371650695801,25.585,0,63.56,0,11.515,1,1,mobilenet_v3_large-16-resnet152-2-vgg16-4
alexnet,8,resnet18,32,vgg11,8,mig,1.0,3413.904865588834,2060.9543878266973,737.5827450085795,2.276897430419922,3.8175582885742174,10.521173477172852,2.276897430419922,3.8175582885742174,10.521173477172852,2.276897430419922,3.8175582885742174,10.521173477172852,4.585,0,17.955,0,13.055,0,0,alexnet-8-resnet18-32-vgg11-8
densenet161,32,efficientnet_b5,4,efficientnet_b7,4,mig,1.0,646.3542684386318,557.6855649573604,313.84433911697664,49.00670051574707,57.27195739746094,101.853609085083,49.00670051574707,57.27195739746094,101.853609085083,49.00670051574707,57.27195739746094,101.853609085083,111.125,0,73.14999999999999,0,107.66,0,0,densenet161-32-efficientnet_b5-4-efficientnet_b7-4
densenet161,16,resnet34,8,vgg11,8,mig,1.0,578.5843956176702,2184.5364040447203,1276.821787540926,27.481794357299805,7.185697555541992,11.870622634887695,27.481794357299805,7.185697555541992,11.870622634887695,27.481794357299805,7.185697555541992,11.870622634887695,76.965,0,14.035,0,13.055,0,0,densenet161-16-resnet34-8-vgg11-8
densenet169,8,efficientnet_b5,8,vgg11,4,mig,1.0,453.0087139816639,319.9299210186536,737.5827450085795,17.603158950805664,24.92260932922364,10.521173477172852,17.603158950805664,24.92260932922364,10.521173477172852,17.603158950805664,24.92260932922364,10.521173477172852,78.68,0,74.76,0,7.56,1,1,densenet169-8-efficientnet_b5-8-vgg11-4
densenet169,32,efficientnet_b7,16,vgg19,2,mig,1.0,977.3062535499008,313.84433911697664,656.9970720908458,32.50622749328613,101.853609085083,46.61989212036133,32.50622749328613,101.853609085083,46.61989212036133,32.50622749328613,101.853609085083,46.61989212036133,75.495,0,110.39,0,8.855,1,1,densenet169-32-efficientnet_b7-16-vgg19-2
mobilenet_v3_large,8,resnet101,16,vgg19,32,mig,1.0,2027.2364910785705,455.4811274291464,373.1838613510433,3.9005279541015625,17.344236373901367,20.68924903869629,3.9005279541015625,17.344236373901367,20.68924903869629,3.9005279541015625,17.344236373901367,20.68924903869629,24.71,0,43.995,0,77.805,0,0,mobilenet_v3_large-8-resnet101-16-vgg19-32
efficientnet_b5,32,resnet50,16,squeezenet1_1,8,mig,1.0,557.6855649573604,1351.2610839132503,4778.970480923976,57.27195739746094,23.437976837158203,6.583452224731445,57.27195739746094,23.437976837158203,6.583452224731445,57.27195739746094,23.437976837158203,6.583452224731445,106.645,0,26.39,0,8.855,0,0,efficientnet_b5-32-resnet50-16-squeezenet1_1-8
efficientnet_b7,16,mobilenet_v3_large,8,vgg16,2,mig,1.0,289.07291607641326,3889.853196217246,726.8176623894389,55.26614189147949,4.062175750732422,20.77484130859375,55.26614189147949,4.062175750732422,20.77484130859375,55.26614189147949,4.062175750732422,20.77484130859375,110.39,0,24.71,0,7.77,1,1,efficientnet_b7-16-mobilenet_v3_large-8-vgg16-2
densenet201,32,efficientnet_b5,8,vgg19,16,mig,1.0,677.2235171902597,557.6855649573604,656.9970720908458,46.80776596069336,57.27195739746094,46.61989212036133,46.80776596069336,57.27195739746094,46.61989212036133,46.80776596069336,57.27195739746094,46.61989212036133,94.15,0,74.76,0,41.37,1,1,densenet201-32-efficientnet_b5-8-vgg19-16
mobilenet_v2,16,resnet50,2,vgg11,16,mig,1.0,1828.1210767701075,757.1716709751528,834.1250762778744,8.673906326293945,21.01993560791016,18.80192756652832,8.673906326293945,21.01993560791016,18.80192756652832,8.673906326293945,21.01993560791016,18.80192756652832,20.44,0,24.115,0,21.77,0,0,mobilenet_v2-16-resnet50-2-vgg11-16
densenet161,4,resnet152,32,vgg13,2,mig,1.0,232.8795384585848,278.49536045344115,448.6214019614942,17.119169235229492,14.312267303466797,8.64553451538086,17.119169235229492,14.312267303466797,8.64553451538086,17.119169235229492,14.312267303466797,8.64553451538086,77.21,0,95.725,0,6.755,1,1,densenet161-4-resnet152-32-vgg13-2
efficientnet_b5,4,inception_v3,2,resnet101,4,mig,1.0,407.6143915601046,806.0204392821448,542.9059963571026,9.772300720214844,4.930734634399414,7.322788238525391,9.772300720214844,4.930734634399414,7.322788238525391,9.772300720214844,4.930734634399414,7.322788238525391,73.14999999999999,0,40.18,0,43.785,0,0,efficientnet_b5-4-inception_v3-2-resnet101-4
densenet121,4,efficientnet_b7,4,vgg16,4,mig,1.0,516.2962047421291,158.6943560966694,378.5353305442856,7.709026336669922,25.156736373901367,10.195493698120115,7.709026336669922,25.156736373901367,10.195493698120115,7.709026336669922,25.156736373901367,10.195493698120115,55.545,0,107.66,0,11.515,0,0,densenet121-4-efficientnet_b7-4-vgg16-4
densenet121,8,mobilenet_v2,4,vgg19,8,mig,1.0,599.4615853529076,1748.9057115952053,373.1838613510433,13.293027877807615,4.52423095703125,20.68924903869629,13.293027877807615,4.52423095703125,20.68924903869629,13.293027877807615,4.52423095703125,20.68924903869629,55.685,0,20.37,0,23.275,0,0,densenet121-8-mobilenet_v2-4-vgg19-8
resnet34,16,resnet34,16,resnet34,8,mig,1.0,1449.4441443421874,1449.4441443421874,1449.4441443421874,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,10.72406768798828,15.085,0,15.085,0,14.035,0,0,resnet34-16-resnet34-16-resnet34-8
densenet169,4,mobilenet_v3_small,8,squeezenet1_1,2,mig,1.0,360.97600143302986,1741.617944024002,2373.887670798687,11.04426383972168,2.2296905517578125,1.654863357543945,11.04426383972168,2.2296905517578125,1.654863357543945,11.04426383972168,2.2296905517578125,1.654863357543945,78.855,0,21.385,0,8.68,0,0,densenet169-4-mobilenet_v3_small-8-squeezenet1_1-2
mobilenet_v3_small,8,mobilenet_v3_small,8,resnet34,4,mig,1.0,3409.1981714987683,3409.1981714987683,1254.6642747469748,2.279281616210937,2.279281616210937,6.237030029296875,2.279281616210937,2.279281616210937,6.237030029296875,2.279281616210937,2.279281616210937,6.237030029296875,21.385,0,21.385,0,13.72,0,0,mobilenet_v3_small-8-mobilenet_v3_small-8-resnet34-4
densenet201,8,efficientnet_b7,32,mobilenet_v3_small,16,mig,1.0,352.2412241065412,177.4244559043173,3409.1981714987683,22.645235061645508,45.012474060058594,2.279281616210937,22.645235061645508,45.012474060058594,2.279281616210937,22.645235061645508,45.012474060058594,2.279281616210937,95.76,0,187.285,0,21.49,0,0,densenet201-8-efficientnet_b7-32-mobilenet_v3_small-16
mobilenet_v2,8,resnet34,2,vgg19,16,mig,1.0,1748.9057115952053,1254.6642747469748,373.1838613510433,4.52423095703125,6.237030029296875,20.68924903869629,4.52423095703125,6.237030029296875,20.68924903869629,4.52423095703125,6.237030029296875,20.68924903869629,20.475,0,13.825,0,41.37,0,0,mobilenet_v2-8-resnet34-2-vgg19-16
densenet169,2,efficientnet_b5,2,squeezenet1_0,2,mig,1.0,200.81574771689284,223.5455932219085,1737.7680658773656,9.678363800048828,8.73565673828125,1.1301040649414062,9.678363800048828,8.73565673828125,1.1301040649414062,9.678363800048828,8.73565673828125,1.1301040649414062,78.89,0,74.445,0,9.485,0,0,densenet169-2-efficientnet_b5-2-squeezenet1_0-2
alexnet,2,resnet34,4,vgg13,4,mig,1.0,1528.6283820880228,654.9709898785056,376.1114208021128,1.2600421905517578,3.027677536010742,5.193471908569336,1.2600421905517578,3.027677536010742,5.193471908569336,1.2600421905517578,3.027677536010742,5.193471908569336,3.57,0,13.72,0,10.01,0,0,alexnet-2-resnet34-4-vgg13-4
densenet161,16,densenet161,8,vgg19,32,mig,1.0,315.548756188952,315.548756188952,402.5364913400628,50.362586975097656,50.362586975097656,38.814544677734375,50.362586975097656,50.362586975097656,38.814544677734375,50.362586975097656,50.362586975097656,38.814544677734375,76.965,0,77.105,0,77.805,0,0,densenet161-16-densenet161-8-vgg19-32
densenet201,16,densenet201,32,squeezenet1_0,8,mig,1.0,387.3270995856117,387.3270995856117,1723.3658315315358,41.126251220703125,41.126251220703125,9.178876876831056,41.126251220703125,41.126251220703125,9.178876876831056,41.126251220703125,41.126251220703125,9.178876876831056,93.695,0,94.15,0,9.765,0,0,densenet201-16-densenet201-32-squeezenet1_0-8
densenet161,32,mobilenet_v3_large,32,mobilenet_v3_large,32,mig,1.0,646.3542684386318,4130.321054854637,4130.321054854637,49.00670051574707,7.656097412109375,7.656097412109375,49.00670051574707,7.656097412109375,7.656097412109375,49.00670051574707,7.656097412109375,7.656097412109375,111.125,0,25.025,0,25.025,0,0,densenet161-32-mobilenet_v3_large-32-mobilenet_v3_large-32
mobilenet_v3_large,8,resnet152,4,resnet152,8,mig,1.0,2813.069962160372,505.2930479235832,505.2930479235832,2.760171890258789,15.77305793762207,15.77305793762207,2.760171890258789,15.77305793762207,15.77305793762207,2.760171890258789,15.77305793762207,15.77305793762207,24.71,0,64.085,0,64.155,0,0,mobilenet_v3_large-8-resnet152-4-resnet152-8
densenet201,4,efficientnet_b5,2,vgg16,8,mig,1.0,271.8177793465562,287.3445335386993,378.5353305442856,14.679193496704102,13.883113861083984,10.195493698120115,14.679193496704102,13.883113861083984,10.195493698120115,14.679193496704102,13.883113861083984,10.195493698120115,95.2,0,74.445,0,20.475,0,0,densenet201-4-efficientnet_b5-2-vgg16-8
efficientnet_b7,32,mobilenet_v3_large,2,resnet101,4,mig,1.0,313.84433911697664,4130.321054854637,857.4559678661934,101.853609085083,7.656097412109375,36.859989166259766,101.853609085083,7.656097412109375,36.859989166259766,101.853609085083,7.656097412109375,36.859989166259766,187.285,0,24.395,0,43.785,0,0,efficientnet_b7-32-mobilenet_v3_large-2-resnet101-4
alexnet,4,efficientnet_b5,4,resnet34,8,mig,1.0,3567.2871849563016,407.6143915601046,1229.4009011131852,1.0929107666015625,9.772300720214844,3.2258033752441406,1.0929107666015625,9.772300720214844,3.2258033752441406,1.0929107666015625,9.772300720214844,3.2258033752441406,3.57,0,73.14999999999999,0,14.035,0,0,alexnet-4-efficientnet_b5-4-resnet34-8
densenet169,8,efficientnet_b7,8,resnet101,4,mig,1.0,757.2967244012098,278.1938369860206,699.2994067681547,10.482549667358398,28.69534492492676,11.384248733520508,10.482549667358398,28.69534492492676,11.384248733520508,10.482549667358398,28.69534492492676,11.384248733520508,78.68,0,107.31,0,43.785,0,0,densenet169-8-efficientnet_b7-8-resnet101-4
alexnet,16,densenet121,32,resnet18,2,mig,1.0,4519.299879271547,642.4835160024736,2323.691555076188,3.3462047576904297,24.81555938720703,6.742238998413086,3.3462047576904297,24.81555938720703,6.742238998413086,3.3462047576904297,24.81555938720703,6.742238998413086,6.755,0,59.535,0,8.33,0,0,alexnet-16-densenet121-32-resnet18-2
efficientnet_b6,8,resnet152,32,vgg16,8,mig,1.0,242.97859726845263,329.907022841184,433.75111218339777,32.82022476196289,23.90766143798828,17.808198928833008,32.82022476196289,23.90766143798828,17.808198928833008,32.82022476196289,23.90766143798828,17.808198928833008,87.815,0,95.725,0,20.475,0,0,efficientnet_b6-8-resnet152-32-vgg16-8
efficientnet_b5,2,efficientnet_b6,8,vgg16,4,mig,1.0,222.0239028694692,183.31708585665604,316.2855630072715,8.79979133605957,10.705947875976562,6.115436553955078,8.79979133605957,10.705947875976562,6.115436553955078,8.79979133605957,10.705947875976562,6.115436553955078,74.445,0,87.815,0,11.515,0,0,efficientnet_b5-2-efficientnet_b6-8-vgg16-4
mobilenet_v3_large,2,resnet152,4,vgg19,2,mig,1.0,721.5399844737963,218.71156066807325,272.3836191225705,2.703189849853516,9.084463119506836,7.096290588378906,2.703189849853516,9.084463119506836,7.096290588378906,2.703189849853516,9.084463119506836,7.096290588378906,24.395,0,64.085,0,8.855,0,0,mobilenet_v3_large-2-resnet152-4-vgg19-2
inception_v3,8,mobilenet_v2,32,resnet50,2,mig,1.0,858.0291860010697,1748.9057115952053,703.2312366693067,9.28497314453125,4.52423095703125,11.295557022094728,9.28497314453125,4.52423095703125,11.295557022094728,9.28497314453125,4.52423095703125,11.295557022094728,40.88,0,23.45,0,24.115,0,0,inception_v3-8-mobilenet_v2-32-resnet50-2
densenet121,8,resnet152,16,resnet34,16,mig,1.0,599.4615853529076,329.907022841184,1254.6642747469748,13.293027877807615,23.90766143798828,6.237030029296875,13.293027877807615,23.90766143798828,6.237030029296875,13.293027877807615,23.90766143798828,6.237030029296875,55.685,0,64.33,0,15.085,0,0,densenet121-8-resnet152-16-resnet34-16
alexnet,2,densenet201,16,squeezenet1_1,16,mig,1.0,1528.6283820880228,160.30276529793818,1835.1152427058385,1.2600421905517578,12.184619903564451,1.062154769897461,1.2600421905517578,12.184619903564451,1.062154769897461,1.2600421905517578,12.184619903564451,1.062154769897461,3.57,0,93.695,0,9.66,0,0,alexnet-2-densenet201-16-squeezenet1_1-16
mobilenet_v3_large,32,resnet34,32,vgg19,2,mig,1.0,4130.321054854637,2402.341007625927,656.9970720908458,7.656097412109375,13.010501861572266,46.61989212036133,7.656097412109375,13.010501861572266,46.61989212036133,7.656097412109375,13.010501861572266,46.61989212036133,25.025,0,25.375,0,8.855,1,1,mobilenet_v3_large-32-resnet34-32-vgg19-2
efficientnet_b5,32,efficientnet_b7,4,squeezenet1_0,32,mig,1.0,557.6855649573604,313.84433911697664,2767.938492342152,57.27195739746094,101.853609085083,11.425018310546877,57.27195739746094,101.853609085083,11.425018310546877,57.27195739746094,101.853609085083,11.425018310546877,106.645,0,107.66,0,22.785,0,0,efficientnet_b5-32-efficientnet_b7-4-squeezenet1_0-32
efficientnet_b6,4,efficientnet_b7,32,resnet101,2,mig,1.0,219.44056410485925,158.6943560966694,385.8962786782123,18.176794052124023,25.156736373901367,10.318756103515623,18.176794052124023,25.156736373901367,10.318756103515623,18.176794052124023,25.156736373901367,10.318756103515623,85.855,0,187.285,0,43.785,0,0,efficientnet_b6-4-efficientnet_b7-32-resnet101-2
densenet161,8,densenet169,4,efficientnet_b6,8,mig,1.0,520.3939036010311,757.2967244012098,376.7688585285648,15.26784896850586,10.482549667358398,21.190881729125977,15.26784896850586,10.482549667358398,21.190881729125977,15.26784896850586,10.482549667358398,21.190881729125977,77.105,0,78.855,0,87.815,0,0,densenet161-8-densenet169-4-efficientnet_b6-8
densenet161,32,mobilenet_v3_large,32,vgg19,16,mig,1.0,646.3542684386318,4130.321054854637,656.9970720908458,49.00670051574707,7.656097412109375,46.61989212036133,49.00670051574707,7.656097412109375,46.61989212036133,49.00670051574707,7.656097412109375,46.61989212036133,111.125,0,25.025,0,41.37,1,1,densenet161-32-mobilenet_v3_large-32-vgg19-16
alexnet,16,densenet121,8,vgg11,16,mig,1.0,6365.6188986313655,1162.4253637619554,1276.821787540926,2.429485321044922,13.681888580322266,11.870622634887695,2.429485321044922,13.681888580322266,11.870622634887695,2.429485321044922,13.681888580322266,11.870622634887695,6.755,0,55.685,0,21.77,0,0,alexnet-16-densenet121-8-vgg11-16
alexnet,8,inception_v3,4,mobilenet_v3_large,8,mig,1.0,4887.651063448488,1123.0990037325655,2813.069962160372,1.596212387084961,7.093667984008789,2.760171890258789,1.596212387084961,7.093667984008789,2.760171890258789,1.596212387084961,7.093667984008789,2.760171890258789,4.585,0,40.425,0,24.71,0,0,alexnet-8-inception_v3-4-mobilenet_v3_large-8
densenet121,32,resnet18,16,squeezenet1_0,16,mig,1.0,1244.9763174937016,3782.9997833017183,2767.938492342152,25.54607391357422,8.301258087158203,11.425018310546877,25.54607391357422,8.301258087158203,11.425018310546877,25.54607391357422,8.301258087158203,11.425018310546877,59.535,0,10.535,0,13.02,0,0,densenet121-32-resnet18-16-squeezenet1_0-16
densenet161,16,mobilenet_v3_large,16,mobilenet_v3_large,16,mig,1.0,578.5843956176702,3889.853196217246,3889.853196217246,27.481794357299805,4.062175750732422,4.062175750732422,27.481794357299805,4.062175750732422,4.062175750732422,27.481794357299805,4.062175750732422,4.062175750732422,76.965,0,25.585,0,25.585,0,0,densenet161-16-mobilenet_v3_large-16-mobilenet_v3_large-16
densenet161,32,vgg11,32,vgg19,32,mig,1.0,339.55924283917744,882.1916961699601,416.6651890892035,93.72901916503906,35.54868698120117,75.81400871276855,93.72901916503906,35.54868698120117,75.81400871276855,93.72901916503906,35.54868698120117,75.81400871276855,111.125,0,39.62,0,77.805,0,0,densenet161-32-vgg11-32-vgg19-32
alexnet,32,densenet201,8,resnet18,2,mig,1.0,7581.634815564495,677.2235171902597,3782.9997833017183,4.032373428344727,46.80776596069336,8.301258087158203,4.032373428344727,46.80776596069336,8.301258087158203,4.032373428344727,46.80776596069336,8.301258087158203,10.92,0,95.76,0,8.33,0,0,alexnet-32-densenet201-8-resnet18-2
densenet121,16,mobilenet_v3_small,32,squeezenet1_1,16,mig,1.0,642.4835160024736,4743.421207561421,2951.4493229577365,24.81555938720703,3.2303333282470703,5.332231521606445,24.81555938720703,3.2303333282470703,5.332231521606445,24.81555938720703,3.2303333282470703,5.332231521606445,56.98,0,20.23,0,9.66,0,0,densenet121-16-mobilenet_v3_small-32-squeezenet1_1-16
densenet201,4,inception_v3,2,resnet18,16,mig,1.0,271.8177793465562,642.2528351446517,1587.8495959883585,14.679193496704102,6.2007904052734375,2.4852752685546875,14.679193496704102,6.2007904052734375,2.4852752685546875,14.679193496704102,6.2007904052734375,2.4852752685546875,95.2,0,40.18,0,10.535,0,0,densenet201-4-inception_v3-2-resnet18-16
alexnet,32,mobilenet_v3_large,16,resnet50,8,mig,1.0,7581.634815564495,4130.321054854637,1351.2610839132503,4.032373428344727,7.656097412109375,23.437976837158203,4.032373428344727,7.656097412109375,23.437976837158203,4.032373428344727,7.656097412109375,23.437976837158203,10.92,0,25.585,0,23.975,0,0,alexnet-32-mobilenet_v3_large-16-resnet50-8
densenet161,16,resnet152,32,resnet50,2,mig,1.0,315.548756188952,352.9319549591809,757.1716709751528,50.362586975097656,44.88396644592285,21.01993560791016,50.362586975097656,44.88396644592285,21.01993560791016,50.362586975097656,44.88396644592285,21.01993560791016,76.965,0,95.725,0,24.115,0,0,densenet161-16-resnet152-32-resnet50-2
densenet201,8,resnet18,4,squeezenet1_0,32,mig,1.0,352.2412241065412,2060.9543878266973,1687.224883600658,22.645235061645508,3.8175582885742174,4.7016143798828125,22.645235061645508,3.8175582885742174,4.7016143798828125,22.645235061645508,3.8175582885742174,4.7016143798828125,95.76,0,8.295,0,22.785,0,0,densenet201-8-resnet18-4-squeezenet1_0-32
alexnet,8,densenet161,4,vgg11,4,mig,1.0,4887.651063448488,520.3939036010311,1162.503585797465,1.596212387084961,15.26784896850586,6.59632682800293,1.596212387084961,15.26784896850586,6.59632682800293,1.596212387084961,15.26784896850586,6.59632682800293,4.585,0,77.21,0,7.56,0,0,alexnet-8-densenet161-4-vgg11-4
alexnet,4,alexnet,8,mobilenet_v3_small,2,mig,1.0,2630.6883359567505,2630.6883359567505,1741.617944024002,1.4727115631103516,1.4727115631103516,2.2296905517578125,1.4727115631103516,1.4727115631103516,2.2296905517578125,1.4727115631103516,1.4727115631103516,2.2296905517578125,3.57,0,4.585,0,20.895,0,0,alexnet-4-alexnet-8-mobilenet_v3_small-2
mobilenet_v3_small,4,vgg19,16,vgg19,16,mig,1.0,1741.617944024002,327.6357289811764,327.6357289811764,2.2296905517578125,11.70063018798828,11.70063018798828,2.2296905517578125,11.70063018798828,11.70063018798828,2.2296905517578125,11.70063018798828,11.70063018798828,20.755,0,41.37,0,41.37,0,0,mobilenet_v3_small-4-vgg19-16-vgg19-16
efficientnet_b5,4,mobilenet_v2,32,mobilenet_v2,32,mig,1.0,287.3445335386993,1591.5579703726817,1591.5579703726817,13.883113861083984,2.484560012817383,2.484560012817383,13.883113861083984,2.484560012817383,2.484560012817383,13.883113861083984,2.484560012817383,2.484560012817383,73.14999999999999,0,23.45,0,23.45,0,0,efficientnet_b5-4-mobilenet_v2-32-mobilenet_v2-32
mobilenet_v3_large,4,resnet34,2,resnet50,8,mig,1.0,1434.6780090092775,925.2711081664544,623.2870515398805,2.71296501159668,4.289388656616211,6.376981735229492,2.71296501159668,4.289388656616211,6.376981735229492,2.71296501159668,4.289388656616211,6.376981735229492,24.605,0,13.825,0,23.975,0,0,mobilenet_v3_large-4-resnet34-2-resnet50-8
efficientnet_b6,2,mobilenet_v3_large,4,vgg19,16,mig,1.0,183.31708585665604,721.5399844737963,272.3836191225705,10.705947875976562,2.703189849853516,7.096290588378906,10.705947875976562,2.703189849853516,7.096290588378906,10.705947875976562,2.703189849853516,7.096290588378906,85.575,0,24.605,0,41.37,0,0,efficientnet_b6-2-mobilenet_v3_large-4-vgg19-16
densenet169,16,efficientnet_b5,32,vgg16,8,mig,1.0,503.58206740270975,326.5837723969528,470.9291152113607,31.671762466430664,48.917531967163086,33.46371650695801,31.671762466430664,48.917531967163086,33.46371650695801,31.671762466430664,48.917531967163086,33.46371650695801,78.47,0,106.645,0,20.475,1,1,densenet169-16-efficientnet_b5-32-vgg16-8
densenet161,4,densenet169,4,squeezenet1_0,32,mig,1.0,232.8795384585848,360.97600143302986,1556.975786848461,17.119169235229492,11.04426383972168,2.543926239013672,17.119169235229492,11.04426383972168,2.543926239013672,17.119169235229492,11.04426383972168,2.543926239013672,77.21,0,78.855,0,22.785,0,0,densenet161-4-densenet169-4-squeezenet1_0-32
mobilenet_v3_large,8,resnet101,2,squeezenet1_0,4,mig,1.0,2813.069962160372,699.2994067681547,2491.933748073273,2.760171890258789,11.384248733520508,3.1790733337402344,2.760171890258789,11.384248733520508,3.1790733337402344,2.760171890258789,11.384248733520508,3.1790733337402344,24.71,0,43.785,0,9.59,0,0,mobilenet_v3_large-8-resnet101-2-squeezenet1_0-4
efficientnet_b6,4,resnet152,4,vgg13,32,mig,1.0,219.44056410485925,278.49536045344115,448.6214019614942,18.176794052124023,14.312267303466797,8.64553451538086,18.176794052124023,14.312267303466797,8.64553451538086,18.176794052124023,14.312267303466797,8.64553451538086,85.855,0,64.085,0,57.4,0,0,efficientnet_b6-4-resnet152-4-vgg13-32
densenet121,16,resnet34,4,resnet50,32,mig,1.0,642.4835160024736,1449.4441443421874,757.1716709751528,24.81555938720703,10.72406768798828,21.01993560791016,24.81555938720703,10.72406768798828,21.01993560791016,24.81555938720703,10.72406768798828,21.01993560791016,56.98,0,13.72,0,46.585,0,0,densenet121-16-resnet34-4-resnet50-32
densenet201,32,inception_v3,4,vgg13,8,mig,1.0,677.2235171902597,1716.5658900671626,936.2573395819016,46.80776596069336,18.5697078704834,32.921552658081055,46.80776596069336,18.5697078704834,32.921552658081055,46.80776596069336,18.5697078704834,32.921552658081055,94.15,0,40.425,0,17.815,1,1,densenet201-32-inception_v3-4-vgg13-8
